Year;Month;Anomaly Monthly TMAX;Unc. Monthly TMAX;Anomaly Annual TMAX;Unc. Annual TMAX;Anomaly Five-year TMAX;Unc. Five-year TMAX;Anomaly Ten-year TMAX;Unc. Ten-year TMAX;Anomaly Twenty-year TMAX;Unc. Twenty-year TMAX
1959;6;0.083;0.205;0.032;0.050;0.049;0.061;0.014;0.061;-0.019;0.050
1959;7;0.115;0.098;0.017;0.049;0.060;0.060;0.015;0.062;-0.019;0.049
1959;8;-0.107;0.120;0.076;0.046;0.074;0.059;0.014;0.063;-0.019;0.050
1959;9;-0.274;0.121;-0.057;0.041;0.083;0.058;0.010;0.062;-0.020;0.049
1959;10;-0.305;0.113;-0.123;0.035;0.090;0.057;0.005;0.063;-0.022;0.049
1959;11;-0.431;0.083;-0.158;0.058;0.090;0.056;0.001;0.063;-0.021;0.049
1959;12;0.025;0.077;-0.162;0.055;0.088;0.059;-0.000;0.063;-0.018;0.049
1960;1;0.096;0.079;-0.185;0.063;0.092;0.058;-0.004;0.063;-0.015;0.049
1960;2;0.749;0.140;-0.177;0.054;0.088;0.055;-0.003;0.063;-0.011;0.048
1960;3;-1.063;0.100;-0.160;0.067;0.084;0.060;0.004;0.063;-0.010;0.048
1960;4;-0.343;0.083;-0.119;0.068;0.087;0.064;0.004;0.063;-0.009;0.048
1960;5;-0.470;0.277;-0.106;0.071;0.084;0.064;0.005;0.064;-0.009;0.048
1960;6;0.030;0.136;-0.062;0.073;0.081;0.064;0.004;0.066;-0.009;0.047
1960;7;-0.166;0.173;-0.040;0.084;0.075;0.062;0.003;0.064;-0.007;0.047
1960;8;-0.008;0.132;-0.071;0.081;0.083;0.060;0.001;0.063;-0.006;0.047
1960;9;-0.074;0.190;0.034;0.073;0.079;0.058;-0.002;0.063;-0.006;0.047
1960;10;0.187;0.082;0.080;0.070;0.070;0.056;-0.004;0.063;-0.005;0.047
1960;11;-0.267;0.094;0.146;0.048;0.060;0.057;-0.006;0.062;-0.003;0.047
1960;12;0.545;0.082;0.176;0.064;0.065;0.059;-0.002;0.061;-0.004;0.047
1961;1;0.362;0.141;0.187;0.057;0.066;0.058;-0.001;0.061;-0.000;0.047
1961;2;0.374;0.092;0.185;0.072;0.077;0.062;0.003;0.061;0.002;0.047
1961;3;0.207;0.123;0.199;0.066;0.089;0.062;0.007;0.061;0.002;0.047
1961;4;0.207;0.161;0.181;0.075;0.098;0.061;0.009;0.059;0.001;0.047
1961;5;0.324;0.224;0.202;0.071;0.104;0.061;0.011;0.058;0.000;0.047
1961;6;0.387;0.355;0.150;0.069;0.105;0.062;0.015;0.054;-0.000;0.047
1961;7;-0.039;0.098;0.164;0.055;0.105;0.062;0.018;0.053;-0.001;0.047
1961;8;-0.034;0.191;0.183;0.054;0.101;0.063;0.023;0.053;-0.002;0.046
1961;9;0.101;0.123;0.189;0.057;0.087;0.060;0.028;0.052;-0.004;0.046
1961;10;-0.026;0.176;0.189;0.063;0.070;0.057;0.028;0.051;-0.004;0.046
1961;11;-0.025;0.059;0.149;0.075;0.064;0.058;0.030;0.051;-0.004;0.046
1961;12;-0.073;0.049;0.124;0.073;0.063;0.058;0.029;0.051;-0.006;0.046
1962;1;0.528;0.095;0.126;0.069;0.060;0.060;0.032;0.050;-0.011;0.046
1962;2;0.599;0.118;0.126;0.059;0.058;0.061;0.032;0.049;-0.014;0.046
1962;3;0.285;0.233;0.110;0.074;0.054;0.060;0.034;0.048;-0.013;0.046
1962;4;0.206;0.093;0.129;0.081;0.052;0.060;0.035;0.049;-0.015;0.046
1962;5;-0.160;0.096;0.134;0.088;0.059;0.061;0.039;0.047;-0.016;0.045
1962;6;0.087;0.304;0.173;0.089;0.053;0.061;0.035;0.047;-0.016;0.045
1962;7;-0.011;0.089;0.174;0.092;0.056;0.061;0.039;0.047;-0.018;0.045
1962;8;-0.030;0.082;0.208;0.087;0.043;0.060;0.037;0.045;-0.017;0.045
1962;9;-0.095;0.235;0.165;0.082;0.061;0.060;0.036;0.046;-0.019;0.045
1962;10;0.199;0.223;0.116;0.071;0.060;0.060;0.039;0.047;-0.019;0.045
1962;11;0.037;0.126;0.097;0.077;0.068;0.059;0.036;0.046;-0.019;0.045
1962;12;0.392;0.116;0.093;0.065;0.066;0.062;0.033;0.046;-0.018;0.044
1963;1;0.540;0.131;0.106;0.071;0.064;0.057;0.023;0.045;-0.018;0.044
1963;2;1.008;0.061;0.144;0.088;0.063;0.059;0.018;0.044;-0.018;0.043
1963;3;-0.226;0.067;0.185;0.086;0.056;0.055;0.024;0.043;-0.018;0.043
1963;4;-0.387;0.195;0.221;0.070;0.055;0.055;0.024;0.043;-0.019;0.043
1963;5;-0.378;0.227;0.249;0.072;0.054;0.055;0.019;0.044;-0.018;0.043
1963;6;0.038;0.145;0.234;0.076;0.047;0.055;0.018;0.044;-0.018;0.042
1963;7;0.143;0.141;0.211;0.080;0.039;0.054;0.015;0.042;-0.018;0.042
1963;8;0.424;0.336;0.110;0.089;0.034;0.053;0.013;0.043;-0.018;0.041
1963;9;0.399;0.220;0.104;0.091;0.031;0.054;0.012;0.043;-0.019;0.041
1963;10;0.629;0.121;0.087;0.092;0.023;0.054;0.012;0.043;-0.020;0.041
1963;11;0.367;0.104;0.084;0.076;0.016;0.057;0.009;0.043;-0.019;0.041
1963;12;0.212;0.091;0.082;0.072;0.011;0.049;0.004;0.043;-0.018;0.041
1964;1;0.267;0.049;0.067;0.075;0.017;0.049;-0.005;0.044;-0.019;0.041
1964;2;-0.198;0.148;0.014;0.064;0.017;0.047;-0.013;0.044;-0.021;0.041
1964;3;-0.300;0.118;-0.066;0.047;0.018;0.047;-0.018;0.043;-0.022;0.040
1964;4;-0.590;0.178;-0.150;0.049;0.014;0.045;-0.022;0.044;-0.021;0.041
1964;5;-0.418;0.152;-0.186;0.049;0.012;0.045;-0.022;0.045;-0.020;0.040
1964;6;0.008;0.159;-0.231;0.043;0.008;0.045;-0.021;0.045;-0.019;0.040
1964;7;-0.037;0.158;-0.228;0.040;0.004;0.046;-0.023;0.044;-0.019;0.039
1964;8;-0.202;0.178;-0.213;0.037;-0.011;0.043;-0.022;0.043;-0.019;0.040
1964;9;-0.561;0.156;-0.190;0.041;-0.015;0.042;-0.021;0.043;-0.021;0.041
1964;10;-0.390;0.123;-0.173;0.045;-0.019;0.045;-0.020;0.044;-0.022;0.041
1964;11;-0.056;0.104;-0.137;0.059;-0.011;0.043;-0.014;0.044;-0.025;0.041
1964;12;-0.331;0.074;-0.146;0.069;-0.017;0.040;-0.010;0.044;-0.025;0.041
1965;1;0.298;0.104;-0.164;0.048;-0.015;0.040;-0.009;0.044;-0.027;0.041
1965;2;-0.017;0.084;-0.152;0.040;-0.014;0.038;-0.010;0.043;-0.026;0.041
1965;3;-0.014;0.123;-0.150;0.043;-0.013;0.036;-0.001;0.043;-0.021;0.041
1965;4;-0.386;0.085;-0.106;0.043;-0.009;0.033;0.002;0.042;-0.019;0.041
1965;5;0.006;0.214;-0.128;0.042;-0.012;0.032;0.006;0.040;-0.017;0.041
1965;6;-0.103;0.274;-0.092;0.042;-0.015;0.033;0.007;0.039;-0.017;0.041
1965;7;-0.241;0.168;-0.125;0.049;-0.028;0.034;0.010;0.038;-0.016;0.040
1965;8;-0.069;0.099;-0.118;0.047;-0.046;0.034;0.009;0.039;-0.019;0.040
1965;9;-0.531;0.143;-0.112;0.040;-0.031;0.032;0.009;0.038;-0.019;0.039
1965;10;0.136;0.072;-0.104;0.039;-0.023;0.035;0.008;0.038;-0.021;0.040
1965;11;-0.325;0.106;-0.114;0.030;-0.022;0.034;0.009;0.038;-0.020;0.040
1965;12;0.109;0.064;-0.096;0.033;-0.028;0.033;0.004;0.038;-0.019;0.039
1966;1;-0.100;0.150;-0.050;0.023;-0.037;0.030;0.004;0.038;-0.017;0.039
1966;2;0.068;0.085;-0.046;0.030;-0.050;0.029;-0.002;0.038;-0.016;0.039
1966;3;0.062;0.096;0.011;0.031;-0.065;0.029;-0.005;0.039;-0.018;0.039
1966;4;-0.291;0.096;-0.022;0.025;-0.074;0.030;-0.007;0.039;-0.017;0.038
1966;5;-0.123;0.119;-0.006;0.028;-0.086;0.030;-0.010;0.041;-0.017;0.038
1966;6;0.118;0.252;-0.042;0.026;-0.098;0.030;-0.015;0.038;-0.016;0.037
1966;7;0.317;0.140;-0.011;0.024;-0.116;0.031;-0.016;0.037;-0.016;0.036
1966;8;-0.029;0.082;-0.041;0.027;-0.127;0.031;-0.016;0.036;-0.015;0.035
1966;9;0.150;0.099;-0.046;0.025;-0.124;0.033;-0.016;0.034;-0.014;0.035
1966;10;-0.252;0.134;-0.023;0.023;-0.113;0.037;-0.015;0.034;-0.017;0.035
1966;11;-0.135;0.082;0.014;0.024;-0.107;0.039;-0.014;0.034;-0.017;0.035
1966;12;-0.323;0.045;-0.018;0.031;-0.105;0.040;-0.012;0.035;-0.016;0.035
1967;1;0.271;0.062;-0.034;0.032;-0.105;0.036;-0.022;0.035;-0.017;0.035
1967;2;-0.289;0.115;-0.030;0.030;-0.102;0.035;-0.033;0.035;-0.015;0.034
1967;3;0.003;0.072;-0.046;0.033;-0.096;0.036;-0.036;0.036;-0.012;0.034
1967;4;-0.023;0.170;0.014;0.030;-0.092;0.037;-0.038;0.036;-0.009;0.034
1967;5;0.327;0.095;0.009;0.032;-0.086;0.037;-0.038;0.036;-0.007;0.034
1967;6;-0.271;0.082;0.054;0.030;-0.072;0.036;-0.039;0.034;-0.006;0.034
1967;7;0.121;0.097;0.013;0.032;-0.074;0.036;-0.040;0.034;-0.004;0.034
1967;8;0.024;0.112;0.030;0.030;-0.063;0.036;-0.037;0.034;-0.004;0.033
1967;9;-0.043;0.106;0.090;0.028;-0.063;0.038;-0.039;0.033;-0.006;0.033
1967;10;0.470;0.089;0.099;0.034;-0.055;0.038;-0.040;0.032;-0.007;0.033
1967;11;-0.191;0.096;0.044;0.060;-0.056;0.036;-0.045;0.032;-0.006;0.033
1967;12;0.217;0.073;0.038;0.063;-0.051;0.037;-0.048;0.032;-0.009;0.033
1968;1;-0.222;0.042;-0.002;0.062;-0.044;0.038;-0.049;0.031;-0.013;0.033
1968;2;-0.084;0.083;-0.036;0.065;-0.046;0.038;-0.052;0.031;-0.015;0.032
1968;3;0.715;0.116;-0.074;0.068;-0.038;0.037;-0.047;0.030;-0.015;0.032
1968;4;0.089;0.198;-0.104;0.072;-0.040;0.038;-0.041;0.032;-0.014;0.033
1968;5;-0.328;0.307;-0.119;0.068;-0.035;0.039;-0.036;0.032;-0.015;0.033
1968;6;-0.343;0.122;-0.177;0.072;-0.039;0.039;-0.034;0.032;-0.015;0.033
1968;7;-0.361;0.151;-0.228;0.072;-0.031;0.040;-0.035;0.031;-0.016;0.032
1968;8;-0.383;0.165;-0.292;0.088;-0.037;0.040;-0.037;0.030;-0.018;0.033
1968;9;-0.498;0.246;-0.364;0.091;-0.042;0.039;-0.041;0.030;-0.018;0.032
1968;10;0.104;0.193;-0.365;0.094;-0.037;0.043;-0.045;0.030;-0.018;0.032
1968;11;-0.370;0.086;-0.343;0.077;-0.036;0.045;-0.048;0.031;-0.018;0.032
1968;12;-0.480;0.051;-0.304;0.090;-0.041;0.045;-0.047;0.030;-0.018;0.032
1969;1;-0.828;0.067;-0.277;0.082;-0.048;0.046;-0.055;0.031;-0.020;0.032
1969;2;-0.850;0.141;-0.247;0.081;-0.048;0.045;-0.059;0.031;-0.021;0.032
1969;3;-0.151;0.103;-0.222;0.075;-0.051;0.048;-0.059;0.031;-0.023;0.031
1969;4;0.068;0.263;-0.244;0.070;-0.044;0.047;-0.054;0.032;-0.025;0.031
1969;5;-0.054;0.130;-0.186;0.070;-0.040;0.049;-0.053;0.033;-0.025;0.031
1969;6;0.119;0.298;-0.103;0.065;-0.031;0.049;-0.053;0.032;-0.025;0.031
1969;7;-0.035;0.208;-0.018;0.063;-0.048;0.050;-0.053;0.032;-0.025;0.031
1969;8;-0.030;0.150;0.107;0.060;-0.055;0.051;-0.052;0.031;-0.025;0.031
1969;9;-0.197;0.044;0.114;0.068;-0.056;0.052;-0.051;0.031;-0.023;0.031
1969;10;-0.150;0.134;0.118;0.071;-0.056;0.050;-0.049;0.032;-0.021;0.031
1969;11;0.314;0.045;0.116;0.063;-0.066;0.052;-0.050;0.032;-0.018;0.031
1969;12;0.519;0.083;0.123;0.057;-0.061;0.051;-0.050;0.032;-0.014;0.031
1970;1;0.200;0.073;0.142;0.056;-0.064;0.050;-0.049;0.032;-0.013;0.031
1970;2;0.646;0.109;0.129;0.048;-0.059;0.051;-0.049;0.031;-0.015;0.031
1970;3;-0.068;0.189;0.142;0.047;-0.064;0.053;-0.047;0.032;-0.010;0.031
1970;4;0.119;0.209;0.157;0.047;-0.072;0.053;-0.042;0.032;-0.006;0.030
1970;5;-0.076;0.113;0.126;0.043;-0.078;0.052;-0.039;0.032;-0.002;0.029
1970;6;0.198;0.214;0.071;0.045;-0.080;0.053;-0.038;0.032;-0.002;0.029
1970;7;0.195;0.085;0.090;0.047;-0.069;0.051;-0.036;0.031;0.001;0.029
1970;8;-0.184;0.127;0.009;0.044;-0.058;0.051;-0.039;0.030;0.002;0.029
1970;9;-0.041;0.106;-0.004;0.035;-0.064;0.048;-0.035;0.030;0.003;0.028
1970;10;0.023;0.089;-0.015;0.042;-0.060;0.047;-0.037;0.031;0.003;0.028
1970;11;-0.053;0.094;-0.010;0.050;-0.050;0.043;-0.035;0.031;0.006;0.029
1970;12;-0.142;0.046;-0.046;0.048;-0.039;0.042;-0.036;0.030;0.005;0.029
1971;1;0.426;0.075;-0.070;0.047;-0.032;0.042;-0.033;0.030;0.009;0.028
1971;2;-0.326;0.150;-0.058;0.047;-0.024;0.042;-0.036;0.030;0.010;0.028
1971;3;-0.224;0.066;-0.053;0.052;-0.017;0.042;-0.044;0.029;0.013;0.029
1971;4;-0.014;0.171;-0.044;0.053;-0.016;0.040;-0.042;0.030;0.014;0.029
1971;5;-0.017;0.126;-0.028;0.066;-0.010;0.041;-0.045;0.031;0.014;0.030
1971;6;-0.233;0.225;-0.002;0.070;0.003;0.039;-0.047;0.031;0.014;0.029
1971;7;-0.096;0.085;-0.096;0.072;0.007;0.039;-0.051;0.032;0.016;0.029
1971;8;-0.034;0.106;-0.130;0.072;0.008;0.038;-0.053;0.032;0.019;0.029
1971;9;0.018;0.340;-0.114;0.076;0.007;0.036;-0.056;0.033;0.019;0.029
1971;10;0.136;0.066;-0.118;0.067;0.005;0.036;-0.062;0.031;0.019;0.029
1971;11;0.133;0.148;-0.135;0.068;0.002;0.036;-0.065;0.031;0.019;0.029
1971;12;0.174;0.113;-0.114;0.061;-0.000;0.033;-0.062;0.030;0.024;0.029
1972;1;-0.700;0.106;-0.114;0.054;-0.001;0.034;-0.066;0.030;0.022;0.029
1972;2;-0.743;0.060;-0.085;0.054;-0.002;0.031;-0.062;0.030;0.019;0.028
1972;3;-0.031;0.111;-0.113;0.055;-0.006;0.031;-0.058;0.029;0.015;0.028
1972;4;-0.063;0.100;-0.126;0.057;-0.006;0.030;-0.054;0.029;0.014;0.029
1972;5;-0.220;0.076;-0.181;0.052;-0.013;0.031;-0.053;0.030;0.015;0.030
1972;6;0.029;0.076;-0.187;0.045;-0.028;0.031;-0.047;0.030;0.014;0.029
1972;7;-0.097;0.111;-0.096;0.037;-0.025;0.031;-0.046;0.029;0.015;0.029
1972;8;0.310;0.146;0.014;0.029;-0.034;0.030;-0.045;0.030;0.015;0.029
1972;9;-0.313;0.164;0.050;0.024;-0.030;0.028;-0.048;0.029;0.014;0.028
1972;10;-0.024;0.097;0.083;0.030;-0.029;0.027;-0.052;0.029;0.013;0.027
1972;11;-0.532;0.094;0.122;0.030;-0.022;0.029;-0.048;0.028;0.011;0.028
1972;12;0.103;0.086;0.143;0.031;-0.025;0.029;-0.050;0.028;0.012;0.028
1973;1;0.397;0.135;0.156;0.032;-0.028;0.027;-0.049;0.028;0.012;0.028
1973;2;0.579;0.137;0.142;0.039;-0.031;0.026;-0.049;0.028;0.010;0.028
1973;3;0.397;0.174;0.160;0.031;-0.032;0.026;-0.053;0.029;0.012;0.028
1973;4;0.328;0.114;0.177;0.032;-0.034;0.026;-0.051;0.029;0.015;0.028
1973;5;0.246;0.183;0.221;0.031;-0.035;0.026;-0.049;0.028;0.018;0.027
1973;6;0.292;0.131;0.237;0.027;-0.033;0.025;-0.048;0.028;0.017;0.026
1973;7;0.060;0.093;0.152;0.031;-0.034;0.023;-0.047;0.028;0.017;0.026
1973;8;0.133;0.168;0.040;0.033;-0.035;0.022;-0.049;0.028;0.017;0.025
1973;9;-0.093;0.093;-0.013;0.035;-0.046;0.022;-0.048;0.027;0.018;0.024
1973;10;0.181;0.058;-0.044;0.032;-0.047;0.019;-0.049;0.026;0.016;0.024
1973;11;-0.008;0.128;-0.084;0.026;-0.054;0.019;-0.045;0.026;0.017;0.024
1973;12;0.295;0.125;-0.107;0.030;-0.053;0.021;-0.040;0.025;0.017;0.024
1974;1;-0.615;0.081;-0.121;0.028;-0.053;0.021;-0.034;0.025;0.017;0.024
1974;2;-0.774;0.091;-0.136;0.040;-0.058;0.021;-0.030;0.024;0.017;0.023
1974;3;-0.235;0.112;-0.167;0.053;-0.061;0.022;-0.028;0.025;0.020;0.024
1974;4;-0.048;0.140;-0.192;0.055;-0.079;0.022;-0.028;0.024;0.023;0.023
1974;5;-0.226;0.095;-0.205;0.054;-0.090;0.022;-0.028;0.023;0.028;0.024
1974;6;0.008;0.105;-0.257;0.056;-0.092;0.021;-0.028;0.022;0.027;0.023
1974;7;-0.105;0.093;-0.174;0.052;-0.085;0.021;-0.028;0.024;0.027;0.023
1974;8;-0.051;0.255;-0.105;0.053;-0.068;0.022;-0.029;0.024;0.029;0.022
1974;9;-0.457;0.166;-0.067;0.049;-0.061;0.023;-0.026;0.025;0.030;0.023
1974;10;-0.123;0.075;-0.051;0.048;-0.051;0.021;-0.021;0.025;0.032;0.023
1974;11;-0.161;0.133;-0.003;0.056;-0.040;0.023;-0.022;0.025;0.030;0.023
1974;12;-0.336;0.107;-0.000;0.049;-0.034;0.024;-0.019;0.025;0.029;0.023
1975;1;0.383;0.054;0.007;0.053;-0.027;0.025;-0.017;0.025;0.029;0.023
1975;2;0.059;0.084;-0.018;0.032;-0.031;0.024;-0.020;0.025;0.026;0.023
1975;3;0.217;0.087;0.013;0.019;-0.031;0.026;-0.019;0.025;0.026;0.023
1975;4;0.145;0.090;0.017;0.030;-0.032;0.027;-0.015;0.025;0.029;0.023
1975;5;0.355;0.136;0.016;0.032;-0.018;0.029;-0.010;0.025;0.029;0.022
1975;6;0.034;0.139;0.046;0.037;-0.021;0.030;-0.011;0.027;0.030;0.022
1975;7;-0.014;0.154;0.041;0.041;-0.029;0.033;-0.009;0.028;0.029;0.023
1975;8;-0.358;0.108;0.004;0.037;-0.039;0.034;-0.005;0.027;0.030;0.023
1975;9;-0.081;0.092;-0.086;0.035;-0.043;0.034;-0.003;0.026;0.031;0.023
1975;10;-0.079;0.224;-0.104;0.034;-0.042;0.039;-0.002;0.027;0.030;0.023
1975;11;-0.171;0.086;-0.168;0.036;-0.047;0.037;0.003;0.027;0.030;0.023
1975;12;0.022;0.155;-0.189;0.043;-0.057;0.039;0.007;0.028;0.030;0.023
1976;1;0.326;0.098;-0.195;0.023;-0.062;0.038;0.013;0.028;0.033;0.023
1976;2;-0.383;0.081;-0.194;0.025;-0.075;0.044;0.022;0.028;0.036;0.024
1976;3;-0.861;0.077;-0.198;0.023;-0.078;0.045;0.031;0.028;0.037;0.024
1976;4;-0.071;0.108;-0.273;0.024;-0.082;0.047;0.036;0.028;0.041;0.024
1976;5;-0.416;0.103;-0.301;0.023;-0.081;0.046;0.038;0.029;0.042;0.023
1976;6;-0.224;0.092;-0.297;0.023;-0.084;0.044;0.043;0.030;0.042;0.024
1976;7;-0.079;0.351;-0.349;0.027;-0.074;0.044;0.048;0.031;0.040;0.024
1976;8;-0.353;0.235;-0.294;0.026;-0.068;0.044;0.054;0.033;0.041;0.024
1976;9;-0.118;0.056;-0.189;0.030;-0.062;0.044;0.054;0.036;0.039;0.025
1976;10;-0.982;0.250;-0.139;0.030;-0.060;0.046;0.053;0.036;0.040;0.025
1976;11;-0.508;0.132;-0.069;0.027;-0.058;0.045;0.052;0.037;0.038;0.025
1976;12;0.071;0.134;-0.017;0.031;-0.055;0.047;0.059;0.037;0.040;0.025
1977;1;-0.299;0.149;0.015;0.062;-0.055;0.048;0.065;0.036;0.041;0.025
1977;2;0.272;0.102;0.054;0.079;-0.056;0.048;0.071;0.036;0.046;0.025
1977;3;0.405;0.106;0.035;0.086;-0.045;0.046;0.066;0.038;0.046;0.025
1977;4;0.527;0.109;0.109;0.072;-0.037;0.049;0.066;0.039;0.047;0.024
1977;5;0.426;0.123;0.179;0.074;-0.032;0.048;0.068;0.041;0.046;0.024
1977;6;0.393;0.140;0.167;0.068;-0.010;0.047;0.067;0.041;0.050;0.024
1977;7;0.307;0.131;0.184;0.063;-0.010;0.048;0.070;0.042;0.052;0.024
1977;8;0.113;0.079;0.160;0.075;-0.006;0.047;0.066;0.041;0.052;0.023
1977;9;-0.338;0.115;0.138;0.070;-0.009;0.047;0.067;0.042;0.053;0.023
1977;10;-0.098;0.093;0.128;0.096;-0.001;0.046;0.066;0.043;0.052;0.022
1977;11;0.328;0.156;0.087;0.097;0.001;0.045;0.067;0.045;0.052;0.022
1977;12;-0.071;0.111;0.027;0.089;0.003;0.048;0.071;0.045;0.055;0.022
1978;1;-0.092;0.096;-0.014;0.080;0.011;0.048;0.073;0.046;0.059;0.022
1978;2;-0.013;0.264;-0.080;0.101;0.021;0.047;0.073;0.046;0.060;0.022
1978;3;0.138;0.105;-0.076;0.091;0.025;0.048;0.072;0.044;0.059;0.023
1978;4;0.408;0.307;-0.071;0.096;0.029;0.047;0.071;0.044;0.062;0.022
1978;5;-0.062;0.110;-0.093;0.087;0.041;0.048;0.071;0.042;0.066;0.021
1978;6;-0.327;0.076;-0.077;0.081;0.047;0.047;0.069;0.042;0.070;0.021
1978;7;-0.186;0.122;-0.073;0.079;0.061;0.048;0.069;0.041;0.073;0.021
1978;8;-0.676;0.290;-0.105;0.065;0.080;0.049;0.072;0.042;0.078;0.020
1978;9;-0.290;0.093;-0.106;0.070;0.108;0.048;0.077;0.043;0.082;0.019
1978;10;-0.038;0.155;-0.135;0.060;0.118;0.051;0.076;0.044;0.084;0.019
1978;11;0.063;0.125;-0.137;0.049;0.130;0.053;0.082;0.043;0.087;0.019
1978;12;0.118;0.122;-0.097;0.050;0.140;0.052;0.082;0.042;0.091;0.018
1979;1;-0.042;0.071;-0.089;0.057;0.148;0.058;0.089;0.041;0.095;0.018
1979;2;-0.400;0.073;-0.040;0.049;0.166;0.064;0.094;0.041;0.100;0.018
1979;3;0.121;0.131;-0.001;0.055;0.169;0.064;0.099;0.040;0.102;0.018
1979;4;0.063;0.153;0.035;0.055;0.186;0.061;0.100;0.039;0.104;0.016
1979;5;-0.091;0.241;0.041;0.053;0.195;0.061;0.108;0.039;0.104;0.016
1979;6;0.160;0.128;0.110;0.055;0.210;0.059;0.106;0.038;0.103;0.016
1979;7;-0.092;0.107;0.145;0.057;0.216;0.057;0.108;0.040;0.105;0.017
1979;8;-0.086;0.201;0.207;0.053;0.210;0.056;0.110;0.038;0.106;0.017
1979;9;0.174;0.127;0.199;0.047;0.192;0.056;0.112;0.037;0.108;0.017
1979;10;0.394;0.163;0.243;0.040;0.183;0.060;0.112;0.037;0.111;0.017
1979;11;0.142;0.095;0.292;0.042;0.176;0.062;0.110;0.038;0.110;0.016
1979;12;0.945;0.103;0.289;0.045;0.168;0.063;0.107;0.038;0.111;0.017
1980;1;0.378;0.106;0.336;0.048;0.167;0.064;0.107;0.039;0.112;0.017
1980;2;0.340;0.093;0.364;0.037;0.163;0.062;0.101;0.038;0.111;0.017
1980;3;0.027;0.059;0.363;0.043;0.165;0.060;0.099;0.039;0.118;0.017
1980;4;0.593;0.135;0.346;0.045;0.164;0.061;0.100;0.039;0.121;0.017
1980;5;0.497;0.094;0.378;0.050;0.153;0.063;0.097;0.038;0.123;0.016
1980;6;0.123;0.127;0.331;0.049;0.164;0.061;0.098;0.040;0.125;0.017
1980;7;0.473;0.165;0.398;0.049;0.176;0.060;0.095;0.040;0.126;0.017
1980;8;0.250;0.108;0.431;0.052;0.184;0.059;0.099;0.041;0.127;0.017
1980;9;0.165;0.079;0.499;0.046;0.186;0.057;0.098;0.041;0.128;0.017
1980;10;0.179;0.147;0.494;0.055;0.184;0.051;0.097;0.040;0.131;0.017
1980;11;0.537;0.132;0.479;0.072;0.189;0.049;0.095;0.040;0.135;0.016
1980;12;0.380;0.099;0.500;0.068;0.195;0.047;0.096;0.039;0.140;0.017
1981;1;1.178;0.122;0.493;0.064;0.200;0.047;0.099;0.039;0.140;0.017
1981;2;0.736;0.091;0.532;0.085;0.219;0.043;0.108;0.040;0.145;0.016
1981;3;0.838;0.076;0.523;0.086;0.232;0.043;0.118;0.040;0.146;0.016
1981;4;0.539;0.109;0.510;0.083;0.235;0.043;0.123;0.041;0.150;0.016
1981;5;0.311;0.290;0.469;0.078;0.245;0.042;0.129;0.039;0.151;0.015
1981;6;0.377;0.065;0.521;0.073;0.247;0.041;0.131;0.038;0.155;0.016
1981;7;0.389;0.140;0.423;0.062;0.252;0.040;0.131;0.041;0.158;0.016
1981;8;0.725;0.209;0.355;0.058;0.256;0.040;0.135;0.044;0.160;0.016
1981;9;0.047;0.067;0.230;0.068;0.260;0.038;0.134;0.044;0.162;0.017
1981;10;0.034;0.133;0.187;0.078;0.261;0.033;0.141;0.043;0.164;0.017
1981;11;0.034;0.131;0.161;0.074;0.274;0.034;0.142;0.042;0.165;0.017
1981;12;1.008;0.129;0.120;0.086;0.268;0.031;0.141;0.042;0.165;0.018
1982;1;0.007;0.137;0.107;0.091;0.271;0.032;0.149;0.040;0.171;0.017
1982;2;-0.088;0.071;0.037;0.071;0.275;0.031;0.154;0.039;0.177;0.018
1982;3;-0.652;0.151;0.016;0.067;0.269;0.030;0.150;0.039;0.179;0.018
1982;4;0.020;0.259;0.000;0.070;0.261;0.028;0.148;0.039;0.180;0.018
1982;5;-0.006;0.226;-0.032;0.085;0.252;0.031;0.146;0.038;0.181;0.018
1982;6;-0.110;0.213;-0.068;0.085;0.225;0.032;0.146;0.037;0.182;0.018
1982;7;0.233;0.159;-0.015;0.089;0.224;0.031;0.149;0.036;0.181;0.018
1982;8;-0.112;0.151;0.033;0.093;0.208;0.032;0.148;0.035;0.179;0.017
1982;9;-0.204;0.109;0.110;0.082;0.208;0.032;0.154;0.034;0.178;0.018
1982;10;-0.160;0.160;0.129;0.060;0.201;0.034;0.156;0.033;0.179;0.018
1982;11;-0.355;0.246;0.152;0.039;0.193;0.033;0.152;0.031;0.180;0.018
1982;12;0.577;0.058;0.161;0.024;0.193;0.034;0.160;0.030;0.181;0.019
1983;1;0.645;0.066;0.151;0.025;0.179;0.034;0.167;0.029;0.182;0.019
1983;2;0.483;0.165;0.200;0.024;0.178;0.037;0.169;0.027;0.182;0.019
1983;3;0.273;0.114;0.261;0.029;0.171;0.036;0.172;0.028;0.182;0.018
1983;4;0.245;0.163;0.282;0.025;0.164;0.035;0.175;0.025;0.183;0.018
1983;5;0.280;0.181;0.368;0.029;0.150;0.034;0.180;0.023;0.182;0.017
1983;6;-0.011;0.153;0.342;0.027;0.144;0.033;0.188;0.023;0.181;0.018
1983;7;0.114;0.126;0.307;0.029;0.136;0.033;0.194;0.023;0.182;0.017
1983;8;0.475;0.087;0.256;0.038;0.136;0.034;0.204;0.020;0.181;0.018
1983;9;0.530;0.069;0.262;0.036;0.129;0.035;0.211;0.020;0.181;0.018
