Year;Month;Anomaly Monthly TMAX;Unc. Monthly TMAX;Anomaly Annual TMAX;Unc. Annual TMAX;Anomaly Five-year TMAX;Unc. Five-year TMAX;Anomaly Ten-year TMAX;Unc. Ten-year TMAX;Anomaly Twenty-year TMAX;Unc. Twenty-year TMAX
1934;8;-0.162;0.310;-0.043;0.103;-0.127;0.086;-0.043;0.081;-0.010;0.076
1934;9;-0.430;0.224;0.005;0.098;-0.130;0.083;-0.041;0.081;-0.007;0.075
1934;10;0.244;0.176;-0.008;0.092;-0.141;0.082;-0.043;0.081;-0.004;0.075
1934;11;0.009;0.177;-0.065;0.093;-0.133;0.081;-0.043;0.081;-0.005;0.075
1934;12;0.143;0.196;-0.067;0.091;-0.126;0.080;-0.019;0.080;-0.004;0.074
1935;1;-0.472;0.208;-0.064;0.088;-0.126;0.080;-0.017;0.079;-0.001;0.074
1935;2;0.829;0.216;-0.053;0.091;-0.120;0.080;-0.015;0.079;-0.002;0.073
1935;3;0.063;0.205;-0.020;0.092;-0.117;0.081;-0.016;0.079;-0.001;0.073
1935;4;-0.538;0.264;-0.015;0.093;-0.115;0.081;-0.009;0.079;-0.001;0.072
1935;5;-0.400;0.261;-0.086;0.101;-0.110;0.081;-0.006;0.079;-0.000;0.072
1935;6;-0.174;0.270;-0.130;0.100;-0.109;0.081;-0.002;0.079;0.001;0.072
1935;7;0.086;0.317;-0.124;0.105;-0.094;0.080;-0.001;0.079;0.001;0.071
1935;8;-0.029;0.312;-0.259;0.107;-0.081;0.080;-0.002;0.078;0.003;0.071
1935;9;-0.039;0.252;-0.288;0.106;-0.065;0.080;0.001;0.079;0.003;0.071
1935;10;0.302;0.183;-0.262;0.111;-0.049;0.079;0.004;0.078;0.006;0.070
1935;11;-0.842;0.197;-0.240;0.113;-0.040;0.078;0.001;0.078;0.005;0.070
1935;12;-0.380;0.203;-0.231;0.108;-0.039;0.079;0.005;0.078;-0.001;0.070
1936;1;-0.400;0.196;-0.208;0.108;-0.035;0.080;0.007;0.078;-0.003;0.070
1936;2;-0.797;0.192;-0.202;0.110;-0.033;0.080;0.017;0.078;-0.004;0.070
1936;3;-0.283;0.157;-0.201;0.107;-0.022;0.081;0.017;0.078;-0.005;0.071
1936;4;-0.223;0.268;-0.201;0.108;-0.014;0.082;0.020;0.078;-0.002;0.070
1936;5;-0.132;0.268;-0.120;0.103;-0.005;0.081;0.024;0.077;0.001;0.070
1936;6;-0.073;0.228;-0.085;0.103;0.002;0.081;0.025;0.077;-0.000;0.070
1936;7;0.370;0.311;-0.078;0.105;0.010;0.080;0.026;0.077;0.001;0.069
1936;8;0.037;0.328;0.001;0.106;0.003;0.079;0.025;0.076;0.001;0.069
1936;9;-0.031;0.220;-0.018;0.106;0.006;0.078;0.023;0.076;0.002;0.069
1936;10;0.305;0.183;-0.021;0.104;0.015;0.077;0.021;0.076;0.001;0.068
1936;11;0.132;0.196;-0.000;0.102;0.015;0.077;0.020;0.075;0.000;0.068
1936;12;0.046;0.198;0.027;0.103;0.020;0.074;0.017;0.075;0.000;0.068
1937;1;-0.326;0.212;-0.001;0.103;0.021;0.074;0.013;0.073;0.001;0.068
1937;2;0.151;0.192;0.011;0.102;0.026;0.076;0.010;0.073;0.003;0.068
1937;3;-0.507;0.169;0.046;0.110;0.033;0.077;0.012;0.072;0.009;0.067
1937;4;-0.259;0.273;0.062;0.107;0.027;0.077;0.010;0.071;0.012;0.067
1937;5;0.118;0.254;0.065;0.109;0.028;0.078;0.012;0.070;0.013;0.067
1937;6;0.255;0.231;0.049;0.105;0.049;0.078;0.015;0.070;0.014;0.067
1937;7;0.038;0.313;0.089;0.100;0.053;0.078;0.014;0.070;0.014;0.066
1937;8;0.171;0.352;0.081;0.099;0.041;0.078;0.015;0.070;0.014;0.066
1937;9;0.397;0.283;0.156;0.104;0.040;0.078;0.014;0.070;0.013;0.066
1937;10;0.497;0.170;0.234;0.105;0.056;0.078;0.014;0.069;0.014;0.066
1937;11;0.170;0.194;0.243;0.108;0.063;0.078;0.019;0.069;0.013;0.066
1937;12;-0.151;0.200;0.205;0.118;0.069;0.077;0.021;0.069;0.015;0.066
1938;1;0.154;0.177;0.214;0.120;0.073;0.078;0.026;0.069;0.018;0.066
1938;2;0.058;0.230;0.207;0.115;0.074;0.078;0.035;0.069;0.019;0.065
1938;3;0.394;0.229;0.205;0.112;0.077;0.078;0.038;0.069;0.019;0.065
1938;4;0.667;0.264;0.216;0.111;0.075;0.077;0.043;0.069;0.020;0.066
1938;5;0.227;0.266;0.236;0.109;0.088;0.075;0.048;0.068;0.022;0.066
1938;6;-0.197;0.299;0.227;0.108;0.102;0.074;0.048;0.068;0.025;0.065
1938;7;0.141;0.318;0.240;0.110;0.112;0.073;0.050;0.068;0.026;0.065
1938;8;0.095;0.319;0.235;0.112;0.132;0.072;0.050;0.069;0.028;0.064
1938;9;0.372;0.238;0.174;0.110;0.134;0.072;0.053;0.069;0.029;0.064
1938;10;0.625;0.179;0.133;0.113;0.140;0.071;0.059;0.069;0.029;0.064
1938;11;0.411;0.206;0.135;0.113;0.144;0.072;0.061;0.069;0.029;0.064
1938;12;-0.254;0.223;0.166;0.106;0.148;0.072;0.071;0.069;0.028;0.064
1939;1;0.310;0.183;0.164;0.105;0.149;0.072;0.080;0.068;0.034;0.064
1939;2;0.001;0.227;0.169;0.107;0.151;0.071;0.079;0.067;0.037;0.064
1939;3;-0.340;0.172;0.135;0.110;0.149;0.072;0.085;0.066;0.037;0.064
1939;4;0.169;0.270;0.073;0.110;0.150;0.071;0.091;0.065;0.038;0.065
1939;5;0.256;0.263;0.043;0.110;0.146;0.071;0.090;0.066;0.040;0.064
1939;6;0.178;0.242;0.185;0.108;0.144;0.071;0.093;0.065;0.041;0.064
1939;7;0.111;0.313;0.136;0.106;0.158;0.069;0.095;0.064;0.043;0.063
1939;8;0.153;0.364;0.145;0.098;0.147;0.069;0.100;0.064;0.045;0.063
1939;9;-0.039;0.242;0.176;0.098;0.154;0.070;0.107;0.064;0.046;0.063
1939;10;-0.116;0.181;0.198;0.096;0.161;0.070;0.111;0.064;0.047;0.063
1939;11;0.051;0.173;0.178;0.095;0.158;0.070;0.109;0.064;0.047;0.062
1939;12;1.458;0.195;0.179;0.100;0.156;0.070;0.106;0.064;0.052;0.063
1940;1;-0.287;0.183;0.198;0.100;0.154;0.071;0.110;0.064;0.052;0.063
1940;2;0.115;0.212;0.185;0.095;0.150;0.071;0.098;0.064;0.051;0.063
1940;3;0.023;0.158;0.201;0.096;0.146;0.070;0.096;0.063;0.049;0.063
1940;4;0.437;0.251;0.227;0.092;0.143;0.070;0.104;0.063;0.050;0.063
1940;5;0.023;0.259;0.215;0.091;0.147;0.069;0.106;0.063;0.052;0.063
1940;6;0.190;0.243;0.134;0.091;0.152;0.069;0.108;0.062;0.053;0.063
1940;7;0.331;0.310;0.172;0.088;0.146;0.069;0.108;0.062;0.051;0.063
1940;8;-0.005;0.320;0.195;0.085;0.151;0.070;0.112;0.062;0.049;0.063
1940;9;0.153;0.238;0.182;0.085;0.142;0.070;0.113;0.061;0.050;0.063
1940;10;0.200;0.159;0.157;0.087;0.136;0.071;0.114;0.061;0.050;0.063
1940;11;-0.090;0.176;0.162;0.089;0.135;0.071;0.120;0.061;0.046;0.063
1940;12;0.488;0.202;0.162;0.089;0.134;0.071;0.120;0.061;0.046;0.063
1941;1;0.167;0.181;0.170;0.089;0.136;0.071;0.125;0.061;0.045;0.063
1941;2;0.393;0.175;0.184;0.088;0.134;0.071;0.134;0.060;0.045;0.063
1941;3;-0.134;0.186;0.156;0.089;0.129;0.071;0.136;0.061;0.044;0.063
1941;4;0.138;0.264;0.174;0.091;0.132;0.071;0.143;0.061;0.046;0.063
1941;5;0.077;0.296;0.168;0.094;0.128;0.071;0.145;0.060;0.048;0.063
1941;6;0.184;0.232;0.123;0.095;0.141;0.071;0.144;0.061;0.048;0.062
1941;7;0.428;0.301;0.153;0.100;0.150;0.070;0.142;0.060;0.047;0.062
1941;8;0.173;0.309;0.076;0.106;0.155;0.069;0.142;0.060;0.047;0.062
1941;9;-0.187;0.238;0.084;0.105;0.165;0.068;0.142;0.060;0.048;0.062
1941;10;0.418;0.185;0.083;0.104;0.166;0.068;0.140;0.060;0.046;0.061
1941;11;-0.161;0.232;0.073;0.104;0.165;0.068;0.140;0.061;0.047;0.061
1941;12;-0.056;0.196;0.068;0.106;0.166;0.069;0.135;0.061;0.048;0.060
1942;1;0.523;0.248;0.026;0.110;0.169;0.068;0.137;0.061;0.046;0.060
1942;2;-0.526;0.255;0.003;0.113;0.173;0.068;0.137;0.061;0.047;0.060
1942;3;-0.044;0.169;0.033;0.112;0.181;0.067;0.145;0.062;0.047;0.060
1942;4;0.134;0.267;0.027;0.110;0.195;0.066;0.150;0.062;0.047;0.060
1942;5;-0.049;0.243;0.072;0.107;0.191;0.067;0.149;0.062;0.048;0.060
1942;6;0.123;0.238;0.088;0.110;0.163;0.068;0.148;0.062;0.050;0.060
1942;7;-0.067;0.307;0.027;0.108;0.167;0.068;0.148;0.062;0.051;0.059
1942;8;-0.107;0.326;0.105;0.107;0.155;0.067;0.146;0.062;0.052;0.059
1942;9;0.174;0.219;0.094;0.108;0.153;0.067;0.143;0.061;0.052;0.059
1942;10;0.341;0.168;0.109;0.110;0.152;0.067;0.145;0.061;0.050;0.059
1942;11;0.378;0.182;0.127;0.112;0.150;0.067;0.145;0.062;0.048;0.059
1942;12;0.146;0.218;0.096;0.111;0.147;0.067;0.145;0.062;0.049;0.059
1943;1;-0.213;0.204;0.122;0.111;0.142;0.067;0.152;0.063;0.054;0.059
1943;2;0.405;0.247;0.129;0.109;0.150;0.068;0.151;0.062;0.059;0.059
1943;3;-0.174;0.188;0.119;0.112;0.149;0.068;0.145;0.063;0.063;0.059
1943;4;0.315;0.279;0.158;0.112;0.152;0.069;0.139;0.063;0.066;0.059
1943;5;0.173;0.253;0.141;0.114;0.153;0.068;0.140;0.062;0.068;0.059
1943;6;-0.257;0.234;0.176;0.111;0.137;0.069;0.144;0.062;0.070;0.058
1943;7;0.242;0.295;0.262;0.109;0.139;0.069;0.144;0.061;0.071;0.059
1943;8;-0.021;0.319;0.255;0.102;0.137;0.070;0.145;0.061;0.071;0.059
1943;9;0.055;0.228;0.290;0.098;0.139;0.069;0.144;0.060;0.073;0.059
1943;10;0.806;0.160;0.284;0.094;0.146;0.068;0.142;0.061;0.074;0.059
1943;11;0.175;0.186;0.285;0.096;0.145;0.068;0.140;0.061;0.074;0.059
1943;12;0.564;0.208;0.325;0.095;0.139;0.068;0.141;0.061;0.077;0.059
1944;1;0.829;0.197;0.331;0.091;0.134;0.068;0.143;0.060;0.076;0.059
1944;2;0.312;0.207;0.365;0.089;0.133;0.069;0.139;0.060;0.074;0.058
1944;3;0.248;0.149;0.398;0.087;0.135;0.069;0.140;0.060;0.075;0.058
1944;4;0.249;0.244;0.390;0.087;0.130;0.069;0.139;0.061;0.075;0.057
1944;5;0.188;0.273;0.361;0.089;0.135;0.068;0.137;0.060;0.072;0.058
1944;6;0.219;0.230;0.294;0.093;0.126;0.068;0.134;0.060;0.072;0.057
1944;7;0.318;0.285;0.220;0.092;0.117;0.067;0.133;0.060;0.072;0.057
1944;8;0.379;0.304;0.142;0.091;0.127;0.067;0.132;0.059;0.072;0.057
1944;9;0.455;0.215;0.114;0.091;0.135;0.067;0.132;0.059;0.073;0.057
1944;10;0.712;0.146;0.125;0.089;0.139;0.067;0.137;0.059;0.073;0.057
1944;11;-0.180;0.179;0.100;0.086;0.141;0.067;0.137;0.059;0.075;0.057
1944;12;-0.239;0.211;0.087;0.086;0.140;0.066;0.123;0.060;0.074;0.057
1945;1;-0.058;0.182;0.061;0.087;0.142;0.065;0.121;0.060;0.079;0.057
1945;2;-0.620;0.189;0.070;0.088;0.143;0.065;0.116;0.060;0.075;0.057
1945;3;-0.086;0.171;0.040;0.087;0.140;0.065;0.115;0.061;0.071;0.057
1945;4;0.382;0.254;0.012;0.090;0.146;0.065;0.109;0.061;0.072;0.057
1945;5;-0.115;0.249;0.024;0.089;0.143;0.066;0.109;0.061;0.073;0.057
1945;6;0.059;0.232;0.003;0.090;0.139;0.066;0.108;0.062;0.073;0.056
1945;7;0.003;0.284;0.033;0.092;0.158;0.066;0.103;0.062;0.072;0.056
1945;8;0.487;0.322;0.105;0.095;0.151;0.064;0.101;0.062;0.073;0.056
1945;9;0.106;0.227;0.112;0.093;0.147;0.064;0.098;0.062;0.073;0.056
1945;10;0.376;0.164;0.128;0.090;0.142;0.063;0.095;0.063;0.073;0.056
1945;11;-0.045;0.181;0.141;0.091;0.144;0.063;0.091;0.063;0.076;0.056
1945;12;-0.488;0.202;0.121;0.092;0.153;0.062;0.087;0.063;0.076;0.056
1946;1;0.299;0.184;0.132;0.093;0.153;0.061;0.083;0.063;0.077;0.056
1946;2;0.251;0.184;0.098;0.094;0.156;0.061;0.073;0.063;0.079;0.056
1946;3;-0.005;0.170;0.086;0.096;0.159;0.060;0.072;0.063;0.078;0.056
1946;4;0.571;0.253;0.065;0.094;0.153;0.061;0.073;0.062;0.077;0.056
1946;5;0.046;0.254;0.077;0.094;0.152;0.061;0.073;0.063;0.076;0.056
1946;6;-0.187;0.229;0.070;0.095;0.140;0.061;0.070;0.063;0.075;0.056
1946;7;0.133;0.291;0.042;0.095;0.137;0.061;0.068;0.063;0.073;0.056
1946;8;0.085;0.325;0.026;0.099;0.123;0.062;0.068;0.063;0.070;0.056
1946;9;-0.034;0.227;0.065;0.100;0.114;0.062;0.073;0.062;0.069;0.056
1946;10;0.123;0.163;0.047;0.104;0.112;0.063;0.071;0.062;0.066;0.056
1946;11;0.092;0.173;0.049;0.104;0.109;0.061;0.073;0.061;0.064;0.056
1946;12;-0.565;0.201;0.073;0.102;0.102;0.061;0.079;0.061;0.063;0.056
1947;1;-0.044;0.187;0.066;0.099;0.096;0.060;0.079;0.061;0.064;0.056
1947;2;0.062;0.229;0.052;0.096;0.092;0.060;0.084;0.060;0.062;0.056
1947;3;0.467;0.179;0.056;0.094;0.083;0.061;0.082;0.061;0.063;0.056
1947;4;0.356;0.259;0.107;0.094;0.078;0.061;0.083;0.061;0.064;0.056
1947;5;0.068;0.246;0.111;0.096;0.083;0.061;0.084;0.061;0.063;0.056
1947;6;0.094;0.211;0.151;0.095;0.083;0.061;0.084;0.061;0.062;0.056
1947;7;0.049;0.285;0.233;0.095;0.075;0.062;0.087;0.060;0.061;0.056
1947;8;-0.084;0.305;0.229;0.091;0.078;0.063;0.089;0.060;0.061;0.056
1947;9;0.017;0.208;0.155;0.091;0.077;0.063;0.089;0.060;0.060;0.056
1947;10;0.734;0.160;0.127;0.091;0.067;0.063;0.087;0.060;0.058;0.056
1947;11;0.140;0.188;0.145;0.093;0.069;0.064;0.078;0.061;0.058;0.056
1947;12;-0.077;0.183;0.161;0.093;0.068;0.064;0.077;0.061;0.062;0.056
1948;1;0.932;0.191;0.175;0.093;0.064;0.064;0.082;0.060;0.065;0.056
1948;2;0.019;0.184;0.195;0.093;0.051;0.064;0.082;0.060;0.066;0.056
1948;3;-0.428;0.195;0.212;0.095;0.047;0.065;0.087;0.060;0.065;0.056
1948;4;0.020;0.255;0.189;0.095;0.039;0.065;0.089;0.060;0.063;0.057
1948;5;0.290;0.250;0.187;0.092;0.029;0.065;0.088;0.060;0.063;0.057
1948;6;0.289;0.213;0.180;0.090;0.037;0.065;0.092;0.060;0.062;0.056
1948;7;0.208;0.281;0.156;0.089;0.026;0.064;0.091;0.060;0.062;0.056
1948;8;0.157;0.303;0.114;0.090;0.009;0.064;0.093;0.060;0.061;0.056
1948;9;0.223;0.211;0.125;0.089;0.006;0.064;0.094;0.060;0.058;0.056
1948;10;0.464;0.175;0.132;0.089;-0.001;0.065;0.090;0.060;0.056;0.056
1948;11;0.113;0.171;0.107;0.086;0.000;0.065;0.086;0.061;0.054;0.056
1948;12;-0.164;0.171;0.066;0.085;0.002;0.065;0.083;0.061;0.056;0.056
1949;1;0.649;0.184;0.049;0.087;0.002;0.065;0.072;0.060;0.056;0.056
1949;2;-0.490;0.218;0.045;0.086;0.004;0.064;0.068;0.060;0.056;0.056
1949;3;-0.291;0.161;0.022;0.085;0.011;0.063;0.065;0.061;0.059;0.056
1949;4;0.101;0.270;0.017;0.085;0.011;0.062;0.060;0.061;0.061;0.056
1949;5;-0.007;0.248;0.016;0.086;0.011;0.062;0.054;0.060;0.059;0.056
1949;6;-0.206;0.217;0.010;0.087;0.032;0.062;0.052;0.060;0.059;0.056
1949;7;0.009;0.285;-0.087;0.088;0.041;0.062;0.048;0.061;0.059;0.056
1949;8;0.100;0.308;-0.087;0.087;0.042;0.062;0.044;0.061;0.058;0.056
1949;9;-0.051;0.210;-0.075;0.087;0.029;0.062;0.040;0.060;0.057;0.056
1949;10;0.408;0.153;-0.099;0.085;0.027;0.063;0.036;0.060;0.056;0.056
1949;11;0.100;0.164;-0.099;0.089;0.027;0.063;0.041;0.060;0.054;0.056
1949;12;-0.243;0.174;-0.081;0.092;0.028;0.064;0.041;0.059;0.048;0.056
1950;1;-0.504;0.212;-0.100;0.094;0.033;0.064;0.048;0.060;0.050;0.056
1950;2;-0.490;0.198;-0.133;0.098;0.036;0.065;0.052;0.060;0.052;0.056
1950;3;-0.148;0.171;-0.141;0.099;0.039;0.065;0.046;0.060;0.048;0.056
1950;4;-0.194;0.252;-0.185;0.103;0.027;0.065;0.039;0.060;0.044;0.056
1950;5;-0.000;0.263;-0.245;0.105;0.013;0.065;0.039;0.060;0.042;0.056
1950;6;0.008;0.223;-0.224;0.104;0.015;0.064;0.038;0.060;0.042;0.057
1950;7;-0.225;0.291;-0.212;0.096;0.006;0.063;0.037;0.060;0.040;0.057
1950;8;-0.291;0.281;-0.236;0.094;0.013;0.063;0.035;0.060;0.040;0.057
1950;9;-0.152;0.215;-0.243;0.094;0.027;0.064;0.033;0.060;0.039;0.057
1950;10;-0.117;0.171;-0.211;0.094;0.035;0.065;0.033;0.059;0.039;0.057
1950;11;-0.616;0.154;-0.202;0.089;0.032;0.065;0.032;0.059;0.038;0.057
1950;12;0.008;0.173;-0.212;0.087;0.031;0.066;0.033;0.060;0.038;0.057
1951;1;-0.362;0.164;-0.180;0.086;0.030;0.067;0.029;0.059;0.039;0.057
1951;2;-0.784;0.169;-0.139;0.084;0.030;0.068;0.023;0.059;0.039;0.057
1951;3;-0.225;0.162;-0.091;0.081;0.029;0.068;0.020;0.059;0.040;0.057
1951;4;0.192;0.228;-0.071;0.077;0.027;0.068;0.011;0.060;0.041;0.057
1951;5;0.099;0.236;-0.013;0.075;0.020;0.069;0.007;0.060;0.042;0.056
1951;6;-0.102;0.196;0.044;0.075;0.026;0.068;0.006;0.060;0.042;0.057
1951;7;0.155;0.239;0.115;0.080;0.007;0.067;0.004;0.061;0.041;0.057
1951;8;0.194;0.299;0.190;0.085;0.013;0.066;-0.002;0.061;0.040;0.057
1951;9;0.430;0.201;0.184;0.088;0.015;0.067;-0.005;0.061;0.041;0.057
1951;10;0.123;0.131;0.188;0.091;0.007;0.066;-0.008;0.061;0.039;0.057
1951;11;0.080;0.144;0.185;0.090;0.000;0.067;-0.012;0.061;0.040;0.057
1951;12;0.688;0.171;0.205;0.090;0.002;0.068;-0.009;0.060;0.040;0.056
1952;1;0.494;0.197;0.219;0.089;0.000;0.069;-0.010;0.060;0.040;0.056
1952;2;0.113;0.200;0.211;0.090;-0.003;0.069;-0.012;0.060;0.044;0.055
1952;3;-0.298;0.182;0.192;0.092;-0.004;0.068;-0.018;0.059;0.046;0.055
1952;4;0.245;0.269;0.183;0.096;-0.007;0.068;-0.022;0.059;0.046;0.055
1952;5;0.061;0.245;0.119;0.101;-0.001;0.067;-0.024;0.060;0.045;0.055
1952;6;0.145;0.223;0.065;0.103;-0.000;0.067;-0.023;0.060;0.045;0.055
1952;7;0.317;0.283;0.055;0.100;0.020;0.066;-0.026;0.060;0.046;0.055
1952;8;0.104;0.315;0.086;0.097;0.027;0.066;-0.024;0.061;0.046;0.055
1952;9;0.193;0.207;0.144;0.097;0.015;0.066;-0.023;0.060;0.045;0.055
1952;10;0.013;0.182;0.166;0.097;0.012;0.066;-0.028;0.060;0.044;0.056
1952;11;-0.680;0.187;0.171;0.098;0.010;0.065;-0.028;0.059;0.043;0.056
1952;12;0.042;0.206;0.175;0.101;0.009;0.064;-0.022;0.059;0.044;0.056
1953;1;0.374;0.174;0.161;0.105;0.010;0.064;-0.023;0.059;0.047;0.055
1953;2;0.475;0.185;0.164;0.107;0.018;0.064;-0.018;0.059;0.049;0.055
1953;3;0.402;0.197;0.164;0.109;0.019;0.063;-0.015;0.059;0.049;0.055
1953;4;0.513;0.255;0.190;0.106;0.028;0.062;-0.014;0.060;0.046;0.054
1953;5;0.115;0.259;0.222;0.107;0.035;0.062;-0.014;0.060;0.044;0.054
1953;6;0.196;0.254;0.238;0.108;0.029;0.062;-0.019;0.059;0.045;0.054
1953;7;0.151;0.311;0.164;0.111;0.031;0.063;-0.020;0.060;0.045;0.054
1953;8;0.139;0.320;0.111;0.110;0.037;0.064;-0.023;0.060;0.047;0.055
1953;9;0.190;0.213;0.064;0.112;0.034;0.063;-0.028;0.060;0.048;0.055
1953;10;0.331;0.158;-0.007;0.107;0.023;0.063;-0.031;0.061;0.047;0.055
1953;11;-0.303;0.171;-0.053;0.102;0.014;0.064;-0.032;0.060;0.048;0.055
1953;12;0.236;0.171;-0.077;0.100;0.011;0.066;-0.029;0.060;0.047;0.055
1954;1;-0.514;0.192;-0.099;0.096;0.007;0.067;-0.032;0.060;0.044;0.055
1954;2;-0.163;0.199;-0.118;0.092;-0.007;0.068;-0.028;0.060;0.042;0.055
1954;3;-0.152;0.183;-0.142;0.087;-0.020;0.070;-0.021;0.060;0.040;0.054
1954;4;-0.342;0.208;-0.150;0.082;-0.028;0.070;-0.018;0.061;0.036;0.054
1954;5;-0.444;0.191;-0.089;0.080;-0.035;0.071;-0.018;0.060;0.034;0.053
1954;6;-0.092;0.215;-0.125;0.082;-0.050;0.071;-0.016;0.061;0.033;0.054
1954;7;-0.106;0.240;-0.020;0.081;-0.060;0.071;-0.015;0.061;0.032;0.054
1954;8;-0.089;0.246;-0.014;0.079;-0.066;0.071;-0.017;0.061;0.029;0.054
1954;9;-0.101;0.166;-0.074;0.077;-0.065;0.070;-0.019;0.061;0.025;0.054
1954;10;0.229;0.151;-0.078;0.074;-0.072;0.070;-0.025;0.060;0.020;0.054
1954;11;0.432;0.160;-0.050;0.072;-0.076;0.072;-0.029;0.060;0.021;0.054
1954;12;-0.192;0.158;-0.048;0.069;-0.075;0.071;-0.027;0.060;0.020;0.054
1955;1;0.743;0.150;-0.051;0.068;-0.085;0.071;-0.022;0.059;0.022;0.054
1955;2;-0.090;0.179;-0.027;0.069;-0.083;0.073;-0.012;0.059;0.024;0.054
1955;3;-0.876;0.141;-0.028;0.071;-0.084;0.071;-0.019;0.059;0.025;0.054
1955;4;-0.386;0.204;-0.013;0.076;-0.083;0.069;-0.020;0.059;0.022;0.053
1955;5;-0.106;0.206;-0.065;0.078;-0.069;0.069;-0.024;0.060;0.022;0.054
1955;6;-0.066;0.170;-0.075;0.078;-0.059;0.068;-0.024;0.060;0.021;0.054
1955;7;-0.139;0.224;-0.157;0.081;-0.051;0.069;-0.024;0.061;0.020;0.054
1955;8;0.197;0.271;-0.186;0.086;-0.050;0.070;-0.021;0.060;0.018;0.053
1955;9;-0.119;0.158;-0.147;0.082;-0.056;0.071;-0.021;0.060;0.015;0.053
1955;10;0.408;0.121;-0.153;0.085;-0.063;0.070;-0.018;0.060;0.014;0.053
1955;11;-0.184;0.163;-0.183;0.095;-0.061;0.070;-0.015;0.060;0.013;0.053
1955;12;-0.315;0.142;-0.200;0.110;-0.069;0.067;-0.011;0.060;0.016;0.052
1956;1;-0.237;0.177;-0.197;0.120;-0.070;0.069;-0.005;0.061;0.014;0.052
1956;2;-0.443;0.186;-0.267;0.113;-0.076;0.068;0.005;0.061;0.013;0.052
1956;3;-0.410;0.095;-0.288;0.124;-0.084;0.070;0.009;0.060;0.014;0.052
1956;4;-0.453;0.155;-0.350;0.129;-0.088;0.070;0.009;0.060;0.010;0.052
1956;5;-0.465;0.258;-0.362;0.129;-0.083;0.069;0.011;0.058;0.009;0.052
1956;6;-0.272;0.229;-0.351;0.126;-0.085;0.069;0.015;0.060;0.011;0.051
1956;7;-0.103;0.249;-0.343;0.122;-0.072;0.068;0.013;0.060;0.011;0.051
1956;8;-0.640;0.130;-0.325;0.121;-0.068;0.069;0.011;0.061;0.011;0.051
1956;9;-0.371;0.188;-0.313;0.128;-0.057;0.069;0.008;0.062;0.012;0.050
1956;10;-0.340;0.160;-0.290;0.125;-0.044;0.070;0.007;0.063;0.010;0.050
1956;11;-0.333;0.174;-0.263;0.120;-0.037;0.068;0.006;0.063;0.009;0.051
1956;12;-0.181;0.157;-0.225;0.101;-0.034;0.067;-0.000;0.063;0.010;0.050
1957;1;-0.138;0.112;-0.238;0.092;-0.031;0.066;0.000;0.062;0.011;0.050
1957;2;-0.227;0.133;-0.169;0.102;-0.031;0.067;0.004;0.062;0.010;0.049
1957;3;-0.264;0.150;-0.125;0.084;-0.034;0.068;0.009;0.062;0.008;0.049
1957;4;-0.179;0.130;-0.092;0.071;-0.043;0.069;0.009;0.061;0.006;0.049
1957;5;-0.148;0.199;-0.049;0.064;-0.057;0.069;0.007;0.061;0.007;0.049
1957;6;0.190;0.141;0.017;0.063;-0.053;0.068;0.006;0.063;0.006;0.049
1957;7;-0.259;0.135;0.101;0.070;-0.064;0.067;0.004;0.063;0.006;0.049
1957;8;0.182;0.262;0.163;0.070;-0.050;0.068;0.003;0.062;0.007;0.049
1957;9;0.165;0.112;0.188;0.071;-0.053;0.068;0.000;0.063;0.006;0.049
1957;10;0.048;0.145;0.214;0.069;-0.053;0.068;0.002;0.064;0.005;0.049
1957;11;0.184;0.066;0.244;0.070;-0.059;0.071;0.008;0.065;0.004;0.049
1957;12;0.613;0.044;0.207;0.063;-0.057;0.072;0.011;0.064;0.005;0.049
1958;1;0.869;0.165;0.236;0.072;-0.057;0.073;0.012;0.063;0.000;0.048
1958;2;0.525;0.167;0.202;0.054;-0.061;0.070;0.016;0.063;-0.000;0.048
1958;3;0.031;0.149;0.161;0.070;-0.060;0.072;0.011;0.063;0.005;0.048
1958;4;0.130;0.202;0.164;0.078;-0.064;0.072;0.004;0.061;0.005;0.048
1958;5;0.215;0.147;0.148;0.076;-0.065;0.071;-0.000;0.062;0.002;0.048
1958;6;-0.254;0.147;0.110;0.078;-0.051;0.070;-0.002;0.061;-0.000;0.049
1958;7;0.083;0.258;0.061;0.068;-0.041;0.071;-0.002;0.061;-0.003;0.048
1958;8;-0.219;0.113;0.021;0.065;-0.027;0.070;0.001;0.063;-0.005;0.048
1958;9;-0.327;0.241;0.062;0.071;-0.017;0.069;0.002;0.064;-0.008;0.049
1958;10;0.077;0.113;0.089;0.076;-0.006;0.067;0.005;0.064;-0.009;0.049
1958;11;-0.000;0.063;0.066;0.069;0.007;0.062;0.010;0.063;-0.011;0.049
1958;12;0.157;0.092;0.094;0.072;0.018;0.064;0.010;0.064;-0.013;0.049
1959;1;0.274;0.061;0.097;0.057;0.019;0.062;0.017;0.064;-0.019;0.049
1959;2;0.048;0.101;0.106;0.060;0.029;0.063;0.016;0.064;-0.020;0.049
1959;3;0.527;0.181;0.111;0.055;0.037;0.062;0.015;0.063;-0.020;0.049
1959;4;0.454;0.173;0.079;0.050;0.042;0.063;0.013;0.062;-0.020;0.050
1959;5;-0.058;0.159;0.043;0.051;0.048;0.062;0.013;0.061;-0.020;0.050
