Anomaly Monthly TAVG,Unc. Monthly TAVG,Anomaly Annual TAVG,Unc. Annual TAVG,dt,Anomaly Monthly TMAX,Unc. Monthly TMAX,Anomaly Annual TMAX,Unc. Annual TMAX,Anomaly Monthly TMIN,Unc. Monthly TMIN,Anomaly Annual TMIN,Unc. Annual TMIN,Anomaly Monthly TAIR,Unc. Monthly TAIR,Anomaly Annual TAIR,Unc. Annual TAIR,Anomaly Monthly TWAT,Unc. Monthly TWAT,Anomaly Annual TWAT,Unc. Annual TWAT
-0.105,0.335,-0.018,0.159,1901-05-01,0.1,0.317,0.131,0.198,-0.639,0.381,-0.44,0.247,-0.174,0.147,-0.195,0.091,-0.183,0.126,-0.203,0.091
-0.037,0.276,-0.045,0.158,1901-06-01,0.045,0.291,0.108,0.178,-0.487,0.455,-0.482,0.241,-0.237,0.136,-0.206,0.093,-0.267,0.115,-0.223,0.091
0.006,0.355,-0.007,0.15,1901-07-01,0.195,0.531,0.176,0.175,-0.416,0.394,-0.447,0.232,-0.272,0.168,-0.207,0.092,-0.286,0.13,-0.223,0.09
-0.034,0.377,0.031,0.149,1901-08-01,0.225,0.396,0.236,0.196,-0.488,0.399,-0.439,0.223,-0.207,0.177,-0.205,0.091,-0.219,0.135,-0.22,0.089
-0.135,0.301,-0.032,0.147,1901-09-01,-0.112,0.369,0.205,0.197,-0.595,0.351,-0.504,0.212,-0.296,0.151,-0.236,0.093,-0.313,0.117,-0.245,0.089
-0.212,0.277,-0.08,0.148,1901-10-01,-0.049,0.297,0.14,0.205,-0.657,0.268,-0.558,0.21,-0.296,0.137,-0.26,0.093,-0.308,0.114,-0.267,0.089
-0.1,0.255,-0.104,0.15,1901-11-01,0.354,0.401,0.11,0.211,-0.577,0.293,-0.578,0.208,-0.306,0.134,-0.278,0.093,-0.279,0.109,-0.285,0.089
-0.169,0.296,-0.117,0.152,1901-12-01,0.012,0.725,0.11,0.212,-0.673,0.447,-0.599,0.187,-0.248,0.145,-0.289,0.093,-0.328,0.12,-0.294,0.089
0.113,0.311,-0.127,0.142,1902-01-01,0.663,0.497,0.096,0.221,-0.315,0.371,-0.613,0.179,-0.279,0.128,-0.293,0.091,-0.238,0.121,-0.299,0.087
0.441,0.235,-0.149,0.141,1902-02-01,0.831,0.719,0.09,0.219,-0.092,0.366,-0.631,0.177,-0.076,0.114,-0.305,0.09,-0.091,0.105,-0.31,0.087
-0.412,0.263,-0.165,0.137,1902-03-01,-0.193,0.342,0.093,0.222,-0.863,0.312,-0.651,0.169,-0.397,0.116,-0.313,0.09,-0.362,0.111,-0.315,0.087
-0.302,0.31,-0.183,0.133,1902-04-01,-0.423,0.43,0.081,0.235,-0.895,0.315,-0.669,0.172,-0.333,0.137,-0.323,0.09,-0.335,0.12,-0.326,0.086
-0.393,0.37,-0.241,0.132,1902-05-01,-0.269,0.433,0.014,0.263,-0.881,0.378,-0.711,0.176,-0.392,0.151,-0.345,0.09,-0.394,0.133,-0.345,0.086
-0.203,0.296,-0.295,0.133,1902-06-01,0.056,0.294,-0.035,0.283,-0.731,0.301,-0.771,0.185,-0.362,0.138,-0.366,0.089,-0.377,0.115,-0.359,0.086
-0.11,0.331,-0.308,0.125,1902-07-01,0.02,0.388,-0.067,0.298,-0.591,0.368,-0.774,0.194,-0.321,0.159,-0.364,0.088,-0.339,0.121,-0.361,0.085
-0.291,0.36,-0.316,0.12,1902-08-01,0.159,0.426,-0.111,0.304,-0.699,0.382,-0.769,0.186,-0.358,0.169,-0.371,0.087,-0.361,0.128,-0.366,0.085
-0.33,0.284,-0.306,0.118,1902-09-01,-0.078,0.389,-0.118,0.308,-0.838,0.281,-0.748,0.192,-0.383,0.148,-0.363,0.086,-0.364,0.114,-0.367,0.085
-0.433,0.213,-0.315,0.111,1902-10-01,-0.198,0.308,-0.108,0.291,-0.872,0.268,-0.736,0.21,-0.425,0.131,-0.377,0.085,-0.445,0.1,-0.38,0.084
-0.793,0.223,-0.323,0.106,1902-11-01,-0.441,0.509,-0.131,0.293,-1.085,0.312,-0.733,0.205,-0.56,0.124,-0.384,0.085,-0.509,0.105,-0.387,0.084
-0.822,0.218,-0.354,0.104,1902-12-01,-0.582,0.55,-0.172,0.298,-1.396,0.349,-0.745,0.207,-0.503,0.121,-0.4,0.084,-0.487,0.106,-0.401,0.083
-0.032,0.198,-0.373,0.106,1903-01-01,0.28,0.64,-0.207,0.304,-0.343,0.326,-0.751,0.207,-0.257,0.112,-0.413,0.085,-0.263,0.102,-0.413,0.084
0.345,0.286,-0.385,0.106,1903-02-01,0.297,0.599,-0.259,0.308,-0.032,0.313,-0.741,0.208,-0.16,0.119,-0.431,0.085,-0.153,0.116,-0.431,0.084
-0.303,0.255,-0.41,0.106,1903-03-01,-0.276,0.388,-0.306,0.304,-0.612,0.35,-0.735,0.211,-0.305,0.117,-0.451,0.084,-0.382,0.109,-0.449,0.083
-0.409,0.28,-0.408,0.11,1903-04-01,-0.3,0.428,-0.318,0.305,-0.751,0.419,-0.722,0.204,-0.503,0.129,-0.463,0.084,-0.481,0.115,-0.459,0.084
-0.483,0.323,-0.383,0.115,1903-05-01,-0.542,0.34,-0.313,0.284,-0.841,0.329,-0.691,0.207,-0.47,0.143,-0.463,0.085,-0.477,0.124,-0.463,0.085
-0.572,0.265,-0.368,0.118,1903-06-01,-0.441,0.381,-0.301,0.258,-0.875,0.294,-0.656,0.208,-0.557,0.13,-0.464,0.085,-0.546,0.108,-0.468,0.085
-0.338,0.321,-0.432,0.126,1903-07-01,-0.397,0.439,-0.408,0.233,-0.67,0.36,-0.712,0.214,-0.473,0.161,-0.497,0.086,-0.487,0.119,-0.497,0.086
-0.443,0.356,-0.53,0.137,1903-08-01,-0.466,0.352,-0.481,0.225,-0.572,0.359,-0.802,0.222,-0.573,0.167,-0.54,0.09,-0.572,0.127,-0.54,0.088
-0.627,0.268,-0.566,0.134,1903-09-01,-0.642,0.425,-0.517,0.214,-0.774,0.382,-0.833,0.211,-0.628,0.14,-0.557,0.09,-0.59,0.109,-0.561,0.088
-0.408,0.262,-0.58,0.132,1903-10-01,-0.342,0.366,-0.531,0.215,-0.714,0.26,-0.851,0.213,-0.562,0.125,-0.561,0.089,-0.565,0.111,-0.567,0.088
-0.496,0.256,-0.577,0.128,1903-11-01,-0.377,0.257,-0.51,0.221,-0.715,0.357,-0.847,0.217,-0.56,0.122,-0.568,0.089,-0.549,0.111,-0.574,0.087
-0.643,0.249,-0.57,0.126,1903-12-01,-0.438,0.371,-0.489,0.224,-0.975,0.363,-0.845,0.218,-0.521,0.127,-0.565,0.088,-0.55,0.11,-0.572,0.087
-0.795,0.293,-0.587,0.125,1904-01-01,-1.01,0.512,-0.495,0.234,-1.008,0.359,-0.853,0.224,-0.657,0.126,-0.571,0.088,-0.615,0.121,-0.576,0.087
-0.831,0.272,-0.585,0.124,1904-02-01,-0.573,0.393,-0.469,0.241,-1.117,0.394,-0.862,0.219,-0.669,0.134,-0.567,0.089,-0.671,0.116,-0.57,0.088
-0.737,0.246,-0.594,0.126,1904-03-01,-0.705,0.322,-0.459,0.242,-0.983,0.225,-0.884,0.216,-0.507,0.118,-0.566,0.089,-0.625,0.111,-0.568,0.088
-0.581,0.276,-0.598,0.123,1904-04-01,-0.478,0.341,-0.449,0.246,-0.964,0.374,-0.868,0.225,-0.552,0.13,-0.561,0.089,-0.563,0.118,-0.559,0.088
-0.449,0.292,-0.544,0.121,1904-05-01,-0.29,0.414,-0.395,0.249,-0.793,0.414,-0.821,0.219,-0.555,0.144,-0.537,0.088,-0.551,0.118,-0.536,0.088
-0.478,0.267,-0.509,0.122,1904-06-01,-0.185,0.428,-0.358,0.262,-0.848,0.304,-0.779,0.21,-0.524,0.129,-0.522,0.088,-0.53,0.114,-0.518,0.088
-0.544,0.322,-0.464,0.122,1904-07-01,-0.464,0.457,-0.291,0.255,-0.773,0.417,-0.74,0.211,-0.549,0.167,-0.496,0.088,-0.528,0.122,-0.495,0.088
-0.425,0.355,-0.492,0.117,1904-08-01,-0.16,0.35,-0.345,0.242,-0.68,0.344,-0.765,0.215,-0.519,0.175,-0.491,0.087,-0.501,0.13,-0.488,0.088
-0.727,0.255,-0.476,0.125,1904-09-01,-0.517,0.286,-0.353,0.241,-1.035,0.325,-0.743,0.222,-0.619,0.138,-0.475,0.088,-0.571,0.11,-0.469,0.089
-0.462,0.252,-0.47,0.128,1904-10-01,-0.224,0.444,-0.365,0.247,-0.53,0.333,-0.734,0.213,-0.495,0.126,-0.461,0.088,-0.452,0.111,-0.455,0.089
0.156,0.218,-0.457,0.131,1904-11-01,0.27,0.424,-0.366,0.244,-0.147,0.335,-0.72,0.193,-0.282,0.123,-0.44,0.088,-0.273,0.105,-0.435,0.089
-0.229,0.269,-0.442,0.134,1904-12-01,0.002,0.517,-0.365,0.226,-0.464,0.357,-0.697,0.189,-0.334,0.12,-0.425,0.088,-0.334,0.113,-0.419,0.089
-0.247,0.314,-0.416,0.141,1905-01-01,-0.197,0.503,-0.343,0.226,-0.544,0.392,-0.674,0.179,-0.346,0.135,-0.409,0.088,-0.343,0.124,-0.403,0.09
-1.175,0.24,-0.404,0.144,1905-02-01,-1.23,0.3,-0.338,0.23,-1.423,0.387,-0.656,0.173,-0.615,0.115,-0.39,0.089,-0.587,0.111,-0.387,0.09
-0.547,0.274,-0.371,0.153,1905-03-01,-0.802,0.303,-0.323,0.229,-0.716,0.329,-0.612,0.173,-0.314,0.122,-0.368,0.09,-0.389,0.116,-0.37,0.091
-0.498,0.318,-0.352,0.152,1905-04-01,-0.62,0.335,-0.319,0.239,-0.854,0.392,-0.605,0.172,-0.38,0.135,-0.353,0.091,-0.401,0.125,-0.358,0.091
-0.294,0.298,-0.358,0.156,1905-05-01,-0.297,0.379,-0.318,0.226,-0.622,0.294,-0.598,0.167,-0.303,0.143,-0.345,0.092,-0.316,0.119,-0.351,0.091
-0.305,0.298,-0.353,0.158,1905-06-01,-0.173,0.335,-0.321,0.212,-0.571,0.334,-0.584,0.176,-0.338,0.139,-0.34,0.093,-0.334,0.116,-0.343,0.092
-0.234,0.353,-0.371,0.162,1905-07-01,-0.201,0.437,-0.314,0.212,-0.504,0.348,-0.61,0.172,-0.367,0.166,-0.339,0.094,-0.336,0.127,-0.338,0.092
-0.271,0.384,-0.339,0.163,1905-08-01,-0.104,0.372,-0.292,0.236,-0.464,0.329,-0.567,0.157,-0.287,0.173,-0.315,0.095,-0.314,0.134,-0.313,0.092
-0.331,0.324,-0.321,0.158,1905-09-01,-0.335,0.345,-0.249,0.24,-0.498,0.299,-0.567,0.157,-0.352,0.155,-0.299,0.095,-0.357,0.121,-0.295,0.092
-0.233,0.243,-0.251,0.151,1905-10-01,-0.177,0.294,-0.164,0.247,-0.457,0.277,-0.499,0.15,-0.313,0.127,-0.271,0.094,-0.315,0.109,-0.266,0.091
0.084,0.251,-0.23,0.148,1905-11-01,0.28,0.38,-0.143,0.234,-0.062,0.221,-0.489,0.16,-0.19,0.126,-0.27,0.093,-0.18,0.111,-0.265,0.091
-0.177,0.274,-0.213,0.142,1905-12-01,-0.028,0.358,-0.128,0.235,-0.29,0.301,-0.466,0.159,-0.268,0.122,-0.263,0.092,-0.24,0.115,-0.26,0.09
-0.466,0.248,-0.21,0.139,1906-01-01,-0.119,0.462,-0.115,0.231,-0.857,0.267,-0.451,0.159,-0.339,0.135,-0.261,0.093,-0.284,0.113,-0.26,0.091
-0.784,0.275,-0.201,0.133,1906-02-01,-0.959,0.457,-0.118,0.224,-0.913,0.322,-0.438,0.17,-0.325,0.128,-0.26,0.092,-0.295,0.117,-0.26,0.09
-0.334,0.218,-0.201,0.128,1906-03-01,-0.284,0.386,-0.121,0.219,-0.711,0.269,-0.438,0.169,-0.124,0.119,-0.259,0.092,-0.167,0.107,-0.259,0.09
0.348,0.322,-0.179,0.126,1906-04-01,0.4,0.565,-0.11,0.213,-0.043,0.371,-0.411,0.172,-0.042,0.134,-0.248,0.091,-0.05,0.125,-0.249,0.091
-0.051,0.299,-0.229,0.129,1906-05-01,-0.052,0.301,-0.18,0.208,-0.498,0.383,-0.485,0.172,-0.292,0.145,-0.265,0.091,-0.312,0.123,-0.264,0.091
-0.102,0.252,-0.198,0.129,1906-06-01,0.013,0.347,-0.163,0.207,-0.3,0.278,-0.464,0.169,-0.258,0.129,-0.255,0.091,-0.272,0.112,-0.258,0.092
-0.195,0.33,-0.218,0.129,1906-07-01,-0.049,0.397,-0.176,0.202,-0.319,0.344,-0.483,0.172,-0.336,0.165,-0.261,0.089,-0.337,0.127,-0.271,0.091
-0.161,0.357,-0.233,0.127,1906-08-01,-0.141,0.345,-0.183,0.188,-0.309,0.391,-0.5,0.184,-0.284,0.172,-0.28,0.088,-0.309,0.131,-0.288,0.091
-0.33,0.277,-0.258,0.126,1906-09-01,-0.373,0.282,-0.218,0.189,-0.499,0.307,-0.532,0.195,-0.342,0.144,-0.293,0.087,-0.342,0.117,-0.3,0.09
0.034,0.238,-0.339,0.121,1906-10-01,-0.042,0.253,-0.327,0.171,-0.134,0.368,-0.608,0.203,-0.178,0.128,-0.319,0.086,-0.202,0.113,-0.324,0.09
-0.521,0.247,-0.409,0.122,1906-11-01,-0.561,0.294,-0.396,0.17,-0.943,0.272,-0.68,0.2,-0.396,0.124,-0.338,0.086,-0.354,0.115,-0.339,0.089
0.198,0.29,-0.46,0.126,1906-12-01,0.178,0.49,-0.446,0.175,-0.043,0.329,-0.744,0.199,-0.147,0.125,-0.357,0.086,-0.176,0.124,-0.355,0.089
-0.708,0.241,-0.49,0.126,1907-01-01,-0.272,0.427,-0.482,0.184,-1.081,0.393,-0.785,0.199,-0.408,0.119,-0.364,0.085,-0.434,0.105,-0.361,0.088
-0.963,0.242,-0.516,0.128,1907-02-01,-1.052,0.336,-0.512,0.191,-1.124,0.295,-0.82,0.196,-0.555,0.118,-0.377,0.084,-0.499,0.107,-0.369,0.088
-0.634,0.195,-0.522,0.125,1907-03-01,-0.696,0.404,-0.524,0.191,-1.091,0.287,-0.848,0.186,-0.283,0.103,-0.383,0.083,-0.314,0.099,-0.373,0.087
-0.62,0.257,-0.523,0.128,1907-04-01,-0.909,0.354,-0.516,0.194,-0.958,0.317,-0.862,0.172,-0.35,0.125,-0.387,0.083,-0.335,0.112,-0.377,0.087
-0.896,0.297,-0.546,0.123,1907-05-01,-0.881,0.476,-0.546,0.198,-1.36,0.339,-0.883,0.16,-0.521,0.136,-0.399,0.082,-0.497,0.118,-0.391,0.085
-0.716,0.296,-0.608,0.113,1907-06-01,-0.583,0.3,-0.581,0.212,-1.068,0.293,-0.963,0.176,-0.483,0.133,-0.425,0.081,-0.466,0.117,-0.415,0.083
-0.551,0.334,-0.57,0.11,1907-07-01,-0.488,0.499,-0.552,0.203,-0.807,0.331,-0.937,0.166,-0.424,0.159,-0.426,0.08,-0.401,0.123,-0.41,0.083
-0.477,0.36,-0.512,0.11,1907-08-01,-0.502,0.352,-0.501,0.184,-0.728,0.332,-0.9,0.158,-0.434,0.166,-0.402,0.08,-0.411,0.129,-0.395,0.082
-0.395,0.272,-0.547,0.111,1907-09-01,-0.511,0.304,-0.512,0.167,-0.838,0.253,-0.938,0.151,-0.411,0.139,-0.429,0.08,-0.387,0.111,-0.42,0.081
0.016,0.26,-0.529,0.116,1907-10-01,0.053,0.264,-0.468,0.154,-0.299,0.248,-0.919,0.149,-0.235,0.126,-0.44,0.079,-0.257,0.108,-0.429,0.081
-0.791,0.213,-0.466,0.121,1907-11-01,-0.919,0.334,-0.416,0.159,-1.193,0.214,-0.855,0.145,-0.541,0.115,-0.421,0.079,-0.515,0.101,-0.417,0.081
-0.552,0.203,-0.42,0.117,1907-12-01,-0.247,0.378,-0.383,0.162,-1.007,0.381,-0.821,0.147,-0.455,0.114,-0.409,0.079,-0.469,0.099,-0.411,0.079
-0.25,0.215,-0.385,0.117,1908-01-01,0.074,0.395,-0.369,0.16,-0.765,0.34,-0.788,0.145,-0.414,0.114,-0.404,0.078,-0.374,0.099,-0.409,0.079
-0.268,0.229,-0.382,0.119,1908-02-01,-0.432,0.289,-0.355,0.158,-0.69,0.295,-0.786,0.142,-0.276,0.106,-0.408,0.079,-0.31,0.098,-0.417,0.079
-1.051,0.22,-0.359,0.117,1908-03-01,-0.832,0.246,-0.328,0.164,-1.541,0.292,-0.752,0.148,-0.597,0.105,-0.405,0.078,-0.612,0.097,-0.418,0.078
-0.404,0.288,-0.39,0.117,1908-04-01,-0.378,0.303,-0.363,0.16,-0.726,0.316,-0.778,0.151,-0.485,0.128,-0.425,0.079,-0.445,0.108,-0.438,0.077
-0.14,0.317,-0.39,0.118,1908-05-01,-0.261,0.368,-0.339,0.164,-0.604,0.313,-0.778,0.157,-0.302,0.137,-0.436,0.078,-0.352,0.117,-0.444,0.077
-0.169,0.268,-0.387,0.119,1908-06-01,-0.181,0.31,-0.338,0.161,-0.653,0.277,-0.765,0.151,-0.333,0.129,-0.445,0.079,-0.396,0.105,-0.451,0.076
-0.125,0.326,-0.464,0.121,1908-07-01,-0.32,0.441,-0.431,0.151,-0.414,0.305,-0.822,0.155,-0.363,0.153,-0.474,0.078,-0.384,0.117,-0.479,0.076
-0.446,0.346,-0.479,0.122,1908-08-01,-0.345,0.344,-0.428,0.164,-0.708,0.32,-0.836,0.156,-0.486,0.166,-0.491,0.077,-0.497,0.121,-0.491,0.076
-0.113,0.265,-0.444,0.126,1908-09-01,-0.187,0.273,-0.401,0.179,-0.419,0.281,-0.795,0.148,-0.37,0.135,-0.49,0.077,-0.404,0.103,-0.487,0.076
-0.356,0.261,-0.468,0.123,1908-10-01,-0.366,0.207,-0.437,0.185,-0.611,0.265,-0.819,0.139,-0.48,0.137,-0.496,0.076,-0.5,0.103,-0.494,0.075
-0.8,0.223,-0.511,0.117,1908-11-01,-0.623,0.487,-0.455,0.189,-1.203,0.29,-0.858,0.136,-0.667,0.112,-0.514,0.074,-0.581,0.097,-0.506,0.073
-0.509,0.199,-0.537,0.116,1908-12-01,-0.245,0.318,-0.481,0.181,-0.851,0.337,-0.872,0.14,-0.563,0.106,-0.528,0.074,-0.559,0.09,-0.513,0.073
-1.173,0.22,-0.548,0.115,1909-01-01,-1.034,0.269,-0.474,0.179,-1.448,0.322,-0.878,0.144,-0.766,0.103,-0.541,0.073,-0.704,0.091,-0.525,0.072
-0.452,0.256,-0.519,0.115,1909-02-01,-0.399,0.349,-0.444,0.189,-0.853,0.274,-0.848,0.146,-0.486,0.101,-0.53,0.073,-0.456,0.1,-0.515,0.072
-0.635,0.21,-0.525,0.114,1909-03-01,-0.514,0.474,-0.433,0.187,-1.05,0.25,-0.864,0.146,-0.574,0.098,-0.539,0.072,-0.571,0.088,-0.521,0.071
-0.687,0.274,-0.5,0.11,1909-04-01,-0.811,0.381,-0.395,0.2,-1.021,0.307,-0.847,0.148,-0.564,0.123,-0.537,0.071,-0.527,0.102,-0.517,0.07
-0.66,0.288,-0.418,0.108,1909-05-01,-0.467,0.357,-0.315,0.195,-1.063,0.311,-0.773,0.153,-0.522,0.13,-0.516,0.069,-0.495,0.106,-0.501,0.07
-0.478,0.254,-0.403,0.104,1909-06-01,-0.503,0.232,-0.324,0.204,-0.826,0.32,-0.757,0.145,-0.491,0.12,-0.51,0.069,-0.475,0.099,-0.495,0.069
-0.258,0.336,-0.316,0.101,1909-07-01,-0.226,0.415,-0.252,0.245,-0.482,0.321,-0.679,0.134,-0.522,0.157,-0.477,0.069,-0.528,0.117,-0.467,0.068
-0.098,0.344,-0.305,0.099,1909-08-01,0.007,0.457,-0.276,0.228,-0.353,0.335,-0.669,0.134,-0.355,0.16,-0.476,0.068,-0.383,0.117,-0.466,0.067
-0.183,0.26,-0.302,0.098,1909-09-01,-0.055,0.257,-0.275,0.226,-0.605,0.275,-0.68,0.133,-0.483,0.129,-0.473,0.068,-0.467,0.098,-0.464,0.067
-0.057,0.215,-0.257,0.098,1909-10-01,0.096,0.401,-0.201,0.233,-0.409,0.322,-0.657,0.138,-0.453,0.122,-0.463,0.068,-0.455,0.089,-0.454,0.067
0.179,0.193,-0.228,0.101,1909-11-01,0.335,0.233,-0.175,0.244,-0.322,0.294,-0.636,0.137,-0.413,0.105,-0.449,0.069,-0.393,0.086,-0.444,0.067
-0.322,0.209,-0.216,0.1,1909-12-01,-0.357,0.45,-0.151,0.259,-0.659,0.274,-0.63,0.133,-0.485,0.103,-0.443,0.07,-0.486,0.09,-0.44,0.067
-0.127,0.233,-0.2,0.1,1910-01-01,-0.161,0.634,-0.139,0.265,-0.509,0.319,-0.62,0.135,-0.382,0.1,-0.435,0.069,-0.363,0.09,-0.431,0.067
-0.326,0.207,-0.205,0.102,1910-02-01,-0.693,0.335,-0.155,0.26,-0.727,0.313,-0.634,0.143,-0.467,0.095,-0.44,0.069,-0.45,0.087,-0.433,0.067
-0.595,0.191,-0.219,0.102,1910-03-01,-0.5,0.344,-0.176,0.259,-1.182,0.31,-0.643,0.146,-0.539,0.095,-0.436,0.069,-0.546,0.083,-0.43,0.067
-0.153,0.271,-0.233,0.102,1910-04-01,0.076,0.41,-0.193,0.245,-0.753,0.302,-0.66,0.144,-0.445,0.121,-0.431,0.068,-0.409,0.101,-0.424,0.066
-0.304,0.31,-0.311,0.11,1910-05-01,-0.153,0.467,-0.272,0.244,-0.803,0.305,-0.738,0.141,-0.357,0.137,-0.449,0.069,-0.379,0.112,-0.443,0.067
-0.338,0.254,-0.358,0.112,1910-06-01,-0.21,0.37,-0.29,0.237,-0.759,0.271,-0.782,0.143,-0.42,0.121,-0.47,0.069,-0.416,0.099,-0.46,0.067
-0.067,0.317,-0.423,0.112,1910-07-01,-0.082,0.465,-0.36,0.202,-0.355,0.349,-0.83,0.14,-0.425,0.151,-0.494,0.068,-0.424,0.111,-0.482,0.067
-0.162,0.34,-0.454,0.115,1910-08-01,-0.187,0.361,-0.361,0.224,-0.523,0.388,-0.865,0.142,-0.412,0.157,-0.509,0.069,-0.412,0.115,-0.497,0.067
-0.342,0.258,-0.476,0.119,1910-09-01,-0.306,0.303,-0.383,0.234,-0.72,0.275,-0.864,0.14,-0.438,0.128,-0.516,0.069,-0.427,0.097,-0.506,0.068
-0.234,0.21,-0.486,0.121,1910-10-01,-0.109,0.247,-0.397,0.249,-0.611,0.214,-0.852,0.141,-0.392,0.112,-0.52,0.069,-0.388,0.086,-0.515,0.068
-0.747,0.251,-0.501,0.12,1910-11-01,-0.618,0.472,-0.423,0.243,-1.252,0.261,-0.86,0.145,-0.629,0.109,-0.535,0.069,-0.612,0.094,-0.531,0.068
-0.895,0.261,-0.505,0.122,1910-12-01,-0.573,0.342,-0.427,0.237,-1.194,0.296,-0.867,0.152,-0.733,0.108,-0.542,0.07,-0.694,0.096,-0.541,0.068
-0.904,0.245,-0.523,0.12,1911-01-01,-0.999,0.3,-0.433,0.225,-1.083,0.291,-0.883,0.152,-0.675,0.102,-0.547,0.07,-0.624,0.092,-0.547,0.068
-0.699,0.249,-0.542,0.118,1911-02-01,-0.704,0.485,-0.444,0.216,-1.141,0.276,-0.892,0.15,-0.644,0.103,-0.552,0.07,-0.633,0.095,-0.553,0.068
-0.86,0.237,-0.553,0.12,1911-03-01,-0.761,0.476,-0.454,0.212,-1.177,0.193,-0.894,0.156,-0.619,0.101,-0.557,0.071,-0.655,0.091,-0.559,0.068
-0.269,0.285,-0.532,0.123,1911-04-01,-0.098,0.507,-0.447,0.211,-0.609,0.289,-0.869,0.162,-0.501,0.122,-0.546,0.073,-0.519,0.103,-0.552,0.069
-0.488,0.291,-0.481,0.119,1911-05-01,-0.461,0.397,-0.399,0.215,-0.899,0.362,-0.793,0.17,-0.535,0.132,-0.52,0.072,-0.571,0.107,-0.527,0.069
-0.388,0.252,-0.42,0.114,1911-06-01,-0.266,0.364,-0.371,0.214,-0.839,0.308,-0.715,0.174,-0.5,0.123,-0.482,0.072,-0.53,0.099,-0.491,0.069
-0.277,0.321,-0.358,0.109,1911-07-01,-0.144,0.378,-0.298,0.206,-0.543,0.332,-0.665,0.177,-0.49,0.154,-0.444,0.072,-0.505,0.115,-0.458,0.068
-0.391,0.336,-0.29,0.107,1911-08-01,-0.324,0.331,-0.204,0.193,-0.638,0.385,-0.588,0.181,-0.473,0.158,-0.409,0.071,-0.484,0.115,-0.421,0.068
-0.467,0.264,-0.296,0.108,1911-09-01,-0.42,0.238,-0.179,0.179,-0.74,0.325,-0.607,0.183,-0.496,0.137,-0.394,0.071,-0.494,0.104,-0.402,0.068
0.008,0.233,-0.275,0.104,1911-10-01,-0.026,0.267,-0.18,0.174,-0.307,0.263,-0.584,0.18,-0.259,0.12,-0.367,0.069,-0.302,0.094,-0.374,0.068
-0.131,0.211,-0.238,0.103,1911-11-01,-0.049,0.228,-0.12,0.172,-0.34,0.301,-0.544,0.181,-0.321,0.105,-0.343,0.069,-0.313,0.09,-0.348,0.067
-0.16,0.205,-0.204,0.102,1911-12-01,-0.234,0.266,-0.084,0.175,-0.268,0.278,-0.508,0.175,-0.272,0.102,-0.32,0.068,-0.265,0.087,-0.324,0.067
-0.159,0.193,-0.23,0.103,1912-01-01,-0.127,0.248,-0.102,0.182,-0.484,0.316,-0.518,0.176,-0.226,0.097,-0.322,0.068,-0.232,0.083,-0.321,0.067
0.108,0.224,-0.261,0.103,1912-02-01,0.433,0.421,-0.124,0.191,-0.218,0.373,-0.537,0.171,-0.217,0.1,-0.332,0.068,-0.188,0.09,-0.325,0.067
-0.922,0.222,-0.295,0.102,1912-03-01,-0.467,0.308,-0.13,0.199,-1.398,0.246,-0.575,0.166,-0.441,0.095,-0.346,0.068,-0.417,0.089,-0.336,0.067
-0.026,0.254,-0.371,0.098,1912-04-01,-0.11,0.448,-0.201,0.214,-0.336,0.339,-0.645,0.163,-0.171,0.115,-0.378,0.067,-0.189,0.096,-0.362,0.067
-0.041,0.282,-0.404,0.101,1912-05-01,0.257,0.375,-0.23,0.229,-0.421,0.354,-0.691,0.158,-0.252,0.127,-0.393,0.068,-0.252,0.103,-0.375,0.067
0.021,0.283,-0.434,0.101,1912-06-01,0.164,0.398,-0.268,0.249,-0.401,0.264,-0.729,0.156,-0.223,0.12,-0.412,0.067,-0.252,0.105,-0.394,0.067
-0.594,0.329,-0.461,0.099,1912-07-01,-0.357,0.412,-0.285,0.278,-0.664,0.328,-0.757,0.152,-0.515,0.154,-0.437,0.067,-0.458,0.115,-0.413,0.067
-0.764,0.336,-0.536,0.098,1912-08-01,-0.583,0.419,-0.374,0.283,-0.864,0.336,-0.816,0.16,-0.589,0.159,-0.46,0.066,-0.542,0.116,-0.434,0.066
-0.874,0.248,-0.521,0.097,1912-09-01,-0.496,0.322,-0.4,0.285,-1.201,0.274,-0.787,0.161,-0.667,0.128,-0.461,0.066,-0.625,0.097,-0.44,0.066
-0.899,0.203,-0.541,0.1,1912-10-01,-0.877,0.35,-0.392,0.275,-1.149,0.228,-0.812,0.157,-0.646,0.108,-0.476,0.067,-0.617,0.087,-0.45,0.067
-0.527,0.238,-0.585,0.101,1912-11-01,-0.397,0.345,-0.445,0.264,-0.887,0.269,-0.85,0.154,-0.494,0.111,-0.49,0.067,-0.462,0.093,-0.463,0.067
-0.527,0.203,-0.624,0.102,1912-12-01,-0.695,0.496,-0.472,0.261,-0.727,0.239,-0.9,0.157,-0.497,0.097,-0.511,0.067,-0.492,0.086,-0.482,0.067
-0.479,0.212,-0.59,0.099,1913-01-01,-0.322,0.465,-0.435,0.261,-0.811,0.306,-0.894,0.163,-0.53,0.098,-0.504,0.066,-0.46,0.086,-0.478,0.067
-0.796,0.262,-0.538,0.096,1913-02-01,-0.643,0.333,-0.381,0.265,-0.933,0.432,-0.862,0.162,-0.499,0.098,-0.484,0.066,-0.445,0.096,-0.463,0.066
